record_id,Model,Year,Region,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,revenue_USD
33764,X6,2013,Africa,Hybrid,Automatic,1.5,82556,114455,5343,611533065
33765,5 Series,2021,Middle East,Electric,Automatic,3,160767,62457,8336,520641552
33766,7 Series,2017,Asia,Diesel,Manual,2.2,128594,48644,5789,281600116
33767,X1,2018,Europe,Electric,Automatic,4.2,137234,100944,3437,346944528
33768,5 Series,2011,Europe,Petrol,Manual,3.9,163886,102753,9189,944197317
33769,i3,2018,Europe,Petrol,Automatic,4,52366,96774,1302,125999748
33770,7 Series,2020,Africa,Hybrid,Manual,2,37319,100769,4091,412245979
33771,X3,2021,Asia,Electric,Manual,3.8,126957,105855,3381,357895755
33772,5 Series,2013,Middle East,Hybrid,Automatic,3.9,192476,119565,9328,1115302320
33773,M5,2015,Europe,Petrol,Manual,1.5,44855,36034,2184,78698256
33774,X3,2023,Africa,Hybrid,Automatic,2.6,623,68086,1077,73328622
33775,M3,2016,Asia,Petrol,Manual,1.8,109617,65324,3716,242743984
33776,3 Series,2013,Africa,Petrol,Manual,3.9,30204,111714,6849,765129186
33777,5 Series,2017,South America,Electric,Manual,2.2,14864,83512,316,26389792
33778,i8,2022,North America,Petrol,Automatic,2.4,72225,56344,3425,192978200
33779,M3,2023,Africa,Hybrid,Manual,1.8,128297,52596,1195,62852220
33780,X6,2019,Middle East,Diesel,Manual,3.2,80877,39169,3501,137130669
33781,3 Series,2017,North America,Diesel,Automatic,1.6,284,69396,5124,355585104
33782,3 Series,2010,South America,Hybrid,Automatic,4.5,33139,63572,1748,111123856
33783,7 Series,2017,Middle East,Hybrid,Manual,1.6,148997,41265,6080,250891200
33784,i3,2019,Asia,Electric,Automatic,1.7,161731,43416,9334,405244944
33785,X6,2023,Middle East,Petrol,Automatic,3.7,153578,75796,5538,419758248
33786,3 Series,2021,Europe,Petrol,Automatic,4.7,23699,69032,9925,685142600
33787,3 Series,2012,North America,Electric,Automatic,4.6,152914,104776,6096,638714496
33788,X3,2014,Middle East,Petrol,Manual,1.8,66256,89925,7370,662747250
33789,5 Series,2023,Asia,Diesel,Automatic,2.5,100196,84743,7304,618962872
33790,X5,2019,Africa,Hybrid,Automatic,3.3,93274,35026,4040,141505040
33791,7 Series,2017,Africa,Diesel,Manual,1.6,103373,57117,1267,72367239
33792,X5,2020,Europe,Diesel,Automatic,3.4,105013,76338,8986,685973268
33793,M5,2015,Africa,Hybrid,Automatic,3.1,22090,103481,2737,283227497
33794,X6,2013,North America,Electric,Automatic,3.6,178695,30111,8280,249319080
33795,M5,2024,South America,Diesel,Manual,4.7,87480,60653,1919,116393107
33796,X5,2013,Asia,Electric,Automatic,2.5,161987,41196,5558,228967368
33797,X1,2021,North America,Petrol,Manual,3.7,175460,34144,3096,105709824
33798,7 Series,2013,North America,Hybrid,Manual,3,82764,84036,5680,477324480
33799,i8,2015,Africa,Hybrid,Manual,3,98718,75650,2347,177550550
33800,7 Series,2016,Africa,Petrol,Manual,3.8,91934,116076,6947,806379972
33801,X5,2022,North America,Hybrid,Manual,4.8,66719,102868,8300,853804400
33802,M5,2014,Europe,Hybrid,Manual,4.5,134567,76901,6137,471941437
33803,X3,2019,South America,Diesel,Manual,3.7,28396,48439,1116,54057924
33804,X3,2023,Africa,Petrol,Automatic,3.1,104198,46400,6290,291856000
33805,X1,2017,Asia,Hybrid,Manual,3,11576,106059,282,29908638
33806,M5,2016,Asia,Electric,Manual,4.3,34733,100071,751,75153321
33807,X5,2017,Asia,Electric,Manual,2.3,24369,83690,3233,270569770
33808,X1,2024,South America,Hybrid,Manual,3.6,7792,31108,3424,106513792
33809,X5,2013,North America,Electric,Automatic,3.3,111483,104795,5110,535502450
33810,M3,2017,North America,Electric,Manual,3.8,67504,48183,1120,53964960
33811,i3,2022,Europe,Electric,Automatic,2.2,176381,74170,4970,368624900
33812,5 Series,2015,North America,Hybrid,Manual,3.9,47845,112764,1667,187977588
33813,i8,2012,Asia,Electric,Automatic,3.7,14762,114730,2386,273745780
33814,3 Series,2022,Europe,Diesel,Manual,2.1,59269,44606,884,39431704
33815,X1,2017,Africa,Petrol,Automatic,3.1,181077,36939,1522,56221158
33816,X5,2022,Asia,Diesel,Manual,3.9,115997,111345,8143,906682335
33817,3 Series,2016,North America,Hybrid,Automatic,4.7,156487,65796,654,43030584
33818,X6,2019,Europe,Petrol,Automatic,1.9,123371,96799,5801,561530999
33819,X5,2014,Africa,Electric,Manual,1.5,90050,82849,6607,547383343
33820,7 Series,2020,Middle East,Electric,Manual,2.1,113077,119742,8384,1003916928
33821,X5,2013,South America,Hybrid,Automatic,5,109769,92582,6233,577063606
33822,5 Series,2010,Middle East,Hybrid,Manual,4.2,57624,68555,4886,334959730
33823,X3,2019,Europe,Diesel,Automatic,3.7,101755,77968,4446,346645728
33824,X3,2012,Europe,Hybrid,Automatic,2,75390,56374,7052,397549448
33825,3 Series,2011,South America,Diesel,Automatic,3,170428,117545,2193,257776185
33826,3 Series,2017,Africa,Diesel,Automatic,4,170661,110058,3793,417449994
33827,i3,2023,Asia,Electric,Automatic,4.6,100904,50523,4744,239681112
33828,7 Series,2017,Europe,Hybrid,Automatic,2.8,39726,114034,3667,418162678
33829,7 Series,2021,Africa,Diesel,Manual,5,27375,39724,8860,351954640
33830,M5,2014,Middle East,Hybrid,Automatic,2,179742,47538,6183,293927454
33831,X3,2023,South America,Hybrid,Automatic,2.9,167073,95231,4490,427587190
33832,7 Series,2014,North America,Diesel,Manual,4.6,170503,38520,7380,284277600
33833,i3,2024,North America,Petrol,Manual,3.8,176695,40498,1117,45236266
33834,X6,2020,North America,Petrol,Automatic,4.3,170250,93027,6389,594349503
33835,X3,2013,South America,Diesel,Manual,4.7,109637,85674,411,35212014
33836,X5,2010,Europe,Petrol,Automatic,3.3,193097,39829,3509,139759961
33837,5 Series,2010,North America,Electric,Manual,2.3,152310,55165,8829,487051785
33838,X6,2022,Africa,Hybrid,Manual,3.9,65475,108230,799,86475770
33839,7 Series,2015,Africa,Electric,Manual,3.5,21570,50965,2463,125526795
33840,M3,2024,Africa,Electric,Automatic,4.2,62603,72907,2365,172425055
33841,X5,2013,South America,Petrol,Manual,3.3,178108,44648,191,8527768
33842,M5,2013,North America,Hybrid,Automatic,4.3,128768,102050,8325,849566250
33843,X1,2012,Europe,Hybrid,Manual,4.7,23245,39756,1276,50728656
33844,i8,2023,Europe,Electric,Automatic,4.1,87899,40831,4564,186352684
33845,X3,2018,South America,Hybrid,Manual,4.1,151050,81321,9003,732132963
33846,X5,2012,Europe,Petrol,Manual,3.6,155165,112965,8872,1002225480
33847,M5,2017,South America,Hybrid,Manual,3.2,128615,102513,4351,446034063
33848,i3,2011,South America,Petrol,Manual,4.9,23169,112664,4357,490877048
33849,X5,2013,Asia,Hybrid,Manual,3.8,124155,36536,5887,215087432
33850,5 Series,2010,North America,Petrol,Manual,4.4,143493,73395,5447,399782565
33851,3 Series,2020,Africa,Electric,Manual,3.3,14115,108550,4926,534717300
33852,X6,2014,Middle East,Diesel,Manual,3.4,641,50503,8213,414781139
33853,X5,2011,Middle East,Electric,Manual,3.8,125438,118002,7447,878760894
33854,5 Series,2020,Asia,Petrol,Automatic,4,69058,55436,4209,233330124
33855,i8,2022,Asia,Hybrid,Automatic,3.1,186265,57372,1464,83992608
33856,X3,2010,Middle East,Electric,Manual,2.7,170140,95716,7875,753763500
33857,i8,2010,Africa,Electric,Automatic,2.3,81110,93155,3938,366844390
33858,7 Series,2011,Europe,Diesel,Manual,3,17779,38917,9387,365313879
33859,X1,2014,Middle East,Diesel,Manual,2.2,159871,72578,5942,431258476
33860,7 Series,2021,Asia,Electric,Automatic,3,89393,72650,4160,302224000
33861,3 Series,2024,South America,Diesel,Automatic,4.6,129798,109419,808,88410552
33862,5 Series,2024,Europe,Petrol,Automatic,4.9,190267,44594,9684,431848296
33863,M5,2018,Europe,Diesel,Manual,3.5,148803,55309,5559,307462731
33864,M5,2015,North America,Diesel,Manual,2,145149,61904,1398,86541792
33865,i3,2021,Asia,Petrol,Automatic,3,121166,40626,7491,304329366
33866,X3,2013,Africa,Diesel,Automatic,3.6,5270,49229,8956,440894924
33867,i3,2024,Middle East,Hybrid,Manual,2.8,71143,107903,367,39600401
33868,5 Series,2012,South America,Petrol,Automatic,2.2,194197,56756,1694,96144664
33869,X5,2017,North America,Hybrid,Manual,2.3,155262,64910,302,19602820
33870,X5,2012,North America,Electric,Automatic,3.2,46311,99283,7718,766266194
33871,i3,2010,Africa,Hybrid,Automatic,2.3,109873,112750,8944,1008436000
33872,X6,2013,Asia,Electric,Automatic,2.4,79569,59811,6695,400434645
33873,X5,2020,Middle East,Diesel,Manual,4.6,78845,41306,5210,215204260
33874,3 Series,2022,South America,Hybrid,Manual,4.2,178533,107529,9635,1036041915
33875,i8,2014,Europe,Electric,Automatic,1.7,54872,98009,8854,867771686
33876,X5,2014,Middle East,Diesel,Automatic,2.6,54319,98406,9939,978057234
33877,i3,2014,Europe,Electric,Manual,3.4,176383,104030,4810,500384300
33878,3 Series,2017,South America,Diesel,Manual,1.7,53518,113101,8832,998908032
33879,X1,2017,Africa,Petrol,Manual,3.9,166393,96998,6512,631650976
33880,7 Series,2021,Europe,Hybrid,Automatic,2.8,97669,49594,2816,139656704
33881,3 Series,2022,Asia,Petrol,Automatic,2.9,33850,79369,6731,534232739
33882,M3,2013,Europe,Petrol,Automatic,2.4,108776,105450,398,41969100
33883,i8,2024,North America,Petrol,Automatic,2.7,23499,80412,8143,654794916
33884,i3,2018,Europe,Hybrid,Manual,4.5,167759,88277,9618,849048186
33885,i8,2010,South America,Electric,Automatic,4.3,33177,75536,9086,686320096
33886,X5,2014,Asia,Hybrid,Manual,4.8,125862,97548,8852,863494896
33887,X5,2014,Asia,Electric,Manual,3.9,24903,92997,2522,234538434
33888,i8,2014,Middle East,Petrol,Manual,3.5,1178,44688,5891,263257008
33889,i8,2017,South America,Hybrid,Automatic,2.4,40154,48729,8101,394753629
33890,i8,2018,Europe,Petrol,Manual,3.8,134770,112920,7211,814266120
33891,X6,2012,North America,Hybrid,Manual,4.7,162752,74687,7679,573521473
33892,X5,2018,Asia,Electric,Automatic,1.7,23466,102885,2691,276863535
33893,X5,2022,South America,Petrol,Manual,3.1,85416,103679,3990,413679210
33894,X1,2020,Europe,Petrol,Manual,2,52924,109495,6901,755624995
33895,7 Series,2017,Africa,Electric,Automatic,4.3,197356,60833,3626,220580458
33896,M3,2012,North America,Hybrid,Automatic,3.6,55583,104613,5253,549532089
33897,3 Series,2011,Middle East,Hybrid,Manual,4.6,103645,56407,2001,112870407
33898,X6,2024,Middle East,Electric,Manual,1.7,114938,119475,7285,870375375
33899,3 Series,2013,South America,Electric,Manual,4.7,54129,88219,7350,648409650
33900,X5,2024,Europe,Diesel,Manual,1.7,196143,117561,8265,971641665
33901,i8,2022,Asia,Hybrid,Automatic,2.5,174598,34255,1076,36858380
33902,X3,2021,Africa,Electric,Automatic,2,161337,70326,5046,354864996
33903,X6,2011,Middle East,Petrol,Automatic,2,162414,86361,1522,131441442
33904,i8,2013,Europe,Electric,Automatic,2.1,5764,81472,9497,773739584
33905,5 Series,2014,South America,Diesel,Automatic,3.2,111713,86079,1572,135316188
33906,X3,2011,Middle East,Hybrid,Automatic,4.2,189070,98770,4229,417698330
33907,3 Series,2021,Middle East,Diesel,Automatic,4.6,179313,42264,1958,82752912
33908,X3,2017,North America,Hybrid,Automatic,3.5,143591,71481,873,62402913
33909,5 Series,2010,North America,Hybrid,Manual,2.1,43883,91083,9432,859094856
33910,X6,2012,Africa,Petrol,Manual,1.8,31775,103077,8824,909551448
33911,7 Series,2016,North America,Diesel,Manual,3.2,4532,92187,7080,652683960
33912,M5,2019,South America,Electric,Automatic,4.2,25530,68032,7500,510240000
33913,X5,2010,Africa,Diesel,Automatic,3.7,54146,69719,1067,74390173
33914,3 Series,2022,South America,Electric,Manual,3.5,44184,45085,6578,296569130
33915,i3,2020,Africa,Electric,Manual,1.7,190438,80533,3181,256175473
33916,i3,2024,Middle East,Diesel,Manual,2.9,48656,75431,9248,697585888
33917,5 Series,2011,Middle East,Diesel,Automatic,3.4,143534,94942,4689,445183038
33918,X6,2012,Middle East,Diesel,Manual,3.6,47997,77985,8402,655229970
33919,7 Series,2023,Africa,Electric,Manual,1.5,142754,87603,2037,178447311
33920,5 Series,2023,Africa,Hybrid,Automatic,2.2,126853,51926,3953,205263478
33921,7 Series,2011,Asia,Petrol,Automatic,4.8,169872,69428,416,28882048
33922,M3,2011,North America,Diesel,Manual,3.3,165814,49227,7912,389484024
33923,i8,2021,Africa,Diesel,Manual,4,115613,33174,6696,222133104
33924,i8,2020,Africa,Electric,Manual,2.6,105481,58243,6956,405138308
33925,X3,2015,Middle East,Electric,Automatic,3.5,21186,82297,8894,731949518
33926,i8,2016,Africa,Electric,Manual,2.7,196534,91624,2896,265343104
33927,i8,2015,South America,Hybrid,Manual,2.5,40145,41709,5004,208711836
33928,X3,2020,Europe,Electric,Automatic,2.9,31311,89711,2778,249217158
33929,5 Series,2015,Europe,Diesel,Automatic,3.1,87529,112424,511,57448664
33930,i3,2024,Asia,Petrol,Automatic,2.7,120569,56761,1859,105518699
33931,7 Series,2018,Asia,Petrol,Automatic,2.4,79001,100326,7751,777626826
33932,X1,2017,North America,Petrol,Automatic,3.7,126930,101801,1309,133257509
33933,5 Series,2023,South America,Petrol,Manual,2.8,42320,61377,3038,186463326
33934,X3,2017,Europe,Hybrid,Automatic,2.2,133416,68831,8961,616794591
33935,i3,2015,Middle East,Petrol,Manual,4.2,47992,68834,4197,288896298
33936,X3,2014,Africa,Diesel,Automatic,4,15032,78606,9642,757919052
33937,5 Series,2018,North America,Hybrid,Manual,4.6,32044,82774,578,47843372
33938,i8,2021,South America,Petrol,Automatic,3.4,133147,51393,8287,425893791
33939,X1,2011,Europe,Diesel,Manual,2.5,35219,57320,7250,415570000
33940,M3,2016,Europe,Petrol,Automatic,4.5,170021,64134,1745,111913830
33941,3 Series,2015,South America,Diesel,Automatic,2.5,96605,49023,8884,435520332
33942,X5,2016,South America,Diesel,Automatic,3.8,153740,57097,7836,447412092
33943,7 Series,2021,North America,Diesel,Manual,2.2,78732,65170,5057,329564690
33944,X1,2013,South America,Diesel,Automatic,3.7,28250,115992,7010,813103920
33945,3 Series,2018,Asia,Diesel,Manual,4.4,25654,81554,8718,710987772
33946,X5,2016,Africa,Hybrid,Automatic,3.4,5715,86013,3346,287799498
33947,i8,2011,South America,Petrol,Automatic,3.1,35338,100838,579,58385202
33948,X3,2022,Europe,Hybrid,Automatic,5,22384,42267,9946,420387582
33949,M5,2013,Asia,Diesel,Manual,1.6,35736,117020,1631,190859620
33950,i8,2014,Asia,Diesel,Automatic,2.7,84003,114968,1613,185443384
33951,X1,2011,Europe,Petrol,Automatic,4.7,103219,63757,3076,196116532
33952,i3,2019,South America,Hybrid,Manual,3.7,8866,104993,8232,864302376
33953,X5,2017,North America,Hybrid,Manual,3.4,57368,38287,9526,364721962
33954,X3,2010,North America,Electric,Automatic,3.7,33409,76464,2687,205458768
33955,i3,2024,Middle East,Petrol,Manual,2.6,148913,114691,6342,727370322
33956,7 Series,2012,Asia,Electric,Manual,1.7,8730,49936,3666,183065376
33957,X5,2024,North America,Petrol,Manual,2.5,5041,91296,7592,693119232
33958,X6,2023,Africa,Hybrid,Manual,2.7,100899,45134,553,24959102
33959,X3,2010,Asia,Diesel,Manual,3.2,161426,77827,9338,726748526
33960,7 Series,2024,Middle East,Hybrid,Automatic,2.9,58137,75958,1793,136192694
33961,M5,2014,Europe,Hybrid,Automatic,3.3,75168,31940,3447,110097180
33962,M3,2017,Middle East,Electric,Manual,2.2,82819,72278,938,67796764
33963,M3,2016,Asia,Diesel,Manual,2.1,132801,116161,5168,600320048
33964,7 Series,2018,Asia,Hybrid,Manual,2.7,60573,31651,2596,82165996
33965,5 Series,2011,Middle East,Electric,Manual,3.2,4808,107718,2960,318845280
33966,X1,2021,Africa,Electric,Manual,2.7,136257,85474,5221,446259754
33967,3 Series,2017,North America,Hybrid,Automatic,3.5,8375,112478,3381,380288118
33968,5 Series,2017,Middle East,Hybrid,Manual,2.6,163061,49790,3906,194479740
33969,7 Series,2023,South America,Hybrid,Manual,2.1,103933,73985,9887,731489695
33970,i8,2015,Asia,Electric,Manual,4.5,196873,77686,8757,680296302
33971,i3,2012,Africa,Diesel,Automatic,2.2,149927,90909,1883,171181647
33972,X3,2011,Middle East,Hybrid,Automatic,4.9,52807,104210,3924,408920040
33973,3 Series,2023,South America,Diesel,Manual,5,85304,70757,8536,603981752
33974,5 Series,2017,Africa,Petrol,Automatic,3.9,122672,59884,6929,414936236
33975,X3,2015,Middle East,Diesel,Manual,3.3,184001,82274,2362,194331188
33976,i8,2013,Africa,Diesel,Manual,4.3,101212,90861,8563,778042743
33977,X5,2014,Asia,Petrol,Automatic,4.6,146194,106221,6507,691180047
33978,7 Series,2014,Middle East,Hybrid,Automatic,4,118727,90175,612,55187100
33979,X1,2022,Asia,Petrol,Automatic,1.9,137199,115558,8166,943646628
33980,X1,2018,Middle East,Electric,Manual,1.5,50839,62472,1122,70093584
33981,i8,2022,Middle East,Diesel,Automatic,2.2,479,59718,5781,345229758
33982,X5,2022,Asia,Petrol,Manual,2.2,190981,31041,7990,248017590
33983,7 Series,2018,Africa,Electric,Manual,2.1,129233,80828,412,33301136
33984,i8,2017,Asia,Electric,Automatic,3.3,71466,81522,8247,672311934
33985,3 Series,2017,North America,Electric,Automatic,3.3,114252,56826,6561,372835386
33986,X3,2021,Africa,Diesel,Automatic,4,149612,112653,9556,1076512068
33987,M5,2011,Europe,Electric,Manual,2.2,86143,68465,5043,345268995
33988,i3,2023,Middle East,Diesel,Automatic,1.8,97359,84061,1898,159547778
33989,5 Series,2012,Middle East,Petrol,Automatic,3.8,28691,37300,4976,185604800
33990,X6,2023,South America,Electric,Automatic,3.2,96002,79978,4728,378135984
33991,M5,2017,Africa,Electric,Manual,3.8,117636,35775,3567,127609425
33992,M3,2022,Europe,Hybrid,Manual,2.8,72550,44299,3646,161514154
33993,3 Series,2014,Europe,Diesel,Automatic,4.1,180904,95165,2547,242385255
33994,X1,2016,North America,Hybrid,Automatic,3.9,28617,90225,6006,541891350
33995,i8,2023,Europe,Petrol,Automatic,3.8,188368,71413,2780,198528140
33996,3 Series,2017,Africa,Diesel,Manual,1.6,14157,43134,7106,306510204
33997,5 Series,2015,Asia,Hybrid,Automatic,4.5,19405,97025,1296,125744400
33998,X6,2024,Middle East,Electric,Manual,2.8,146606,34128,8242,281282976
33999,M5,2014,Asia,Hybrid,Automatic,2,135772,50539,8056,407142184
34000,M3,2017,North America,Diesel,Automatic,4.1,102596,40274,2294,92388556
34001,i3,2010,Asia,Petrol,Manual,3.2,125955,82775,3747,310157925
34002,i8,2010,Middle East,Hybrid,Automatic,1.6,19295,90185,324,29219940
34003,X6,2010,North America,Electric,Automatic,4.2,72288,94917,2999,284656083
34004,X1,2012,Europe,Petrol,Manual,3,47823,85139,155,13196545
34005,7 Series,2019,South America,Hybrid,Manual,4.1,146886,85818,5341,458353938
34006,3 Series,2022,Middle East,Electric,Manual,4.1,74865,87847,3200,281110400
34007,M3,2021,North America,Petrol,Manual,1.8,196217,44189,2901,128192289
34008,X5,2015,Africa,Petrol,Manual,3.6,19962,44641,4541,202714781
34009,3 Series,2015,South America,Petrol,Automatic,2.8,103382,100973,4965,501330945
34010,5 Series,2014,Middle East,Diesel,Automatic,3.4,62245,32516,1059,34434444
34011,5 Series,2022,Europe,Electric,Manual,1.8,80872,45532,6968,317266976
34012,M5,2022,South America,Hybrid,Manual,3.6,110799,98271,2781,273291651
34013,X5,2023,Africa,Diesel,Manual,4.2,61014,41635,386,16071110
34014,i8,2016,South America,Diesel,Manual,5,1255,57545,8765,504381925
34015,i8,2014,North America,Hybrid,Automatic,2.6,167907,68619,5359,367729221
34016,M5,2023,Middle East,Diesel,Automatic,2,60755,43432,7230,314013360
34017,X5,2011,Europe,Diesel,Automatic,2.8,97686,102826,5542,569861692
34018,X1,2013,Africa,Hybrid,Manual,1.6,169519,117672,238,28005936
34019,X1,2010,North America,Electric,Automatic,2.9,130509,31814,8512,270800768
34020,M3,2016,South America,Diesel,Automatic,4.7,133923,103055,1355,139639525
34021,i3,2013,South America,Petrol,Manual,2.2,52269,32044,2171,69567524
34022,i3,2022,South America,Petrol,Automatic,3.2,160003,54792,6482,355161744
34023,M3,2013,North America,Diesel,Automatic,3.5,168254,45819,1634,74868246
34024,X6,2022,Europe,Hybrid,Automatic,2.1,7505,45684,5005,228648420
34025,5 Series,2013,Africa,Hybrid,Manual,2.7,78804,43644,9274,404754456
34026,M5,2012,Europe,Electric,Manual,4.7,125852,86699,492,42655908
34027,X5,2017,North America,Hybrid,Automatic,2.5,155862,102472,9771,1001253912
34028,X3,2013,Middle East,Electric,Automatic,3.7,47669,69654,3677,256117758
34029,3 Series,2017,North America,Electric,Automatic,2,42960,91298,2110,192638780
34030,3 Series,2018,Asia,Petrol,Automatic,3.8,59896,80235,5537,444261195
34031,3 Series,2010,South America,Diesel,Automatic,2.5,87530,86806,8655,751305930
34032,3 Series,2024,Europe,Petrol,Automatic,2.3,74685,103509,9493,982610937
34033,X3,2013,Asia,Electric,Automatic,1.9,2929,32435,1658,53777230
34034,M3,2015,Asia,Petrol,Manual,1.7,131858,86089,8176,703863664
34035,M5,2017,Middle East,Hybrid,Manual,4.9,107731,72714,542,39410988
34036,7 Series,2023,South America,Hybrid,Manual,2.9,163446,98775,245,24199875
34037,5 Series,2015,North America,Diesel,Manual,4.2,120124,109807,1341,147251187
34038,X6,2021,South America,Hybrid,Manual,4.7,149626,74935,9800,734363000
34039,i3,2015,Africa,Diesel,Automatic,2.2,158294,78913,5108,403087604
34040,M3,2019,Asia,Petrol,Automatic,4.5,111195,99439,8761,871185079
34041,i8,2013,Asia,Electric,Automatic,4,22261,95504,4772,455745088
34042,i3,2018,Europe,Electric,Automatic,3.5,133640,77914,9018,702628452
34043,i3,2016,Middle East,Petrol,Manual,4.3,103256,86952,6820,593012640
34044,3 Series,2023,South America,Diesel,Manual,1.9,194770,111751,1102,123149602
34045,X5,2020,North America,Petrol,Manual,2.4,38490,51670,3021,156095070
34046,X5,2015,Asia,Hybrid,Automatic,2,188688,78883,9541,752622703
34047,5 Series,2010,North America,Electric,Automatic,4.6,78463,62252,1841,114605932
34048,M5,2011,Africa,Hybrid,Automatic,1.8,4932,78246,9088,711099648
34049,i3,2021,North America,Diesel,Manual,4.9,9974,73043,7242,528977406
34050,i3,2015,North America,Electric,Automatic,1.9,128744,109171,1856,202621376
34051,X6,2020,Asia,Diesel,Automatic,3.8,87324,52559,3420,179751780
34052,i8,2024,North America,Petrol,Automatic,3.8,69153,93839,768,72068352
34053,i3,2010,Europe,Diesel,Manual,4.8,140583,57892,837,48455604
34054,3 Series,2024,Europe,Petrol,Manual,2.6,1181,56904,8351,475205304
34055,M5,2024,Europe,Diesel,Automatic,2.7,93723,58847,7451,438468997
34056,i3,2020,Middle East,Petrol,Automatic,4.5,42283,73091,9590,700942690
34057,M5,2014,Europe,Electric,Automatic,4.9,19999,54041,283,15293603
34058,M5,2010,Europe,Hybrid,Automatic,1.6,10532,107368,3208,344436544
34059,5 Series,2022,Africa,Hybrid,Manual,3.7,22576,96283,2513,241959179
34060,X6,2012,Africa,Hybrid,Manual,2.4,132317,103364,4520,467205280
34061,M5,2021,Europe,Petrol,Automatic,4,159969,37631,8539,321331109
34062,M5,2021,South America,Hybrid,Manual,4.2,116285,58668,7643,448399524
34063,M3,2021,Middle East,Hybrid,Manual,4.2,196795,69240,3759,260273160
34064,M3,2016,South America,Diesel,Manual,3,6919,60288,4906,295772928
34065,X3,2014,North America,Hybrid,Automatic,2.1,141400,47223,5786,273232278
34066,i8,2024,Africa,Electric,Automatic,3.5,84086,85168,9092,774347456
34067,3 Series,2021,Europe,Diesel,Automatic,4.3,105825,64539,3623,233824797
34068,3 Series,2024,Middle East,Petrol,Manual,4.7,75640,78623,8822,693612106
34069,i3,2019,Asia,Electric,Automatic,3.1,126717,79746,1871,149204766
34070,X1,2010,North America,Electric,Automatic,2.4,194583,66811,1275,85184025
34071,7 Series,2010,South America,Diesel,Manual,1.9,17770,94289,1118,105415102
34072,i8,2024,Middle East,Hybrid,Automatic,4.3,104030,49911,3902,194752722
34073,X6,2017,Africa,Petrol,Automatic,3.4,97346,118021,6352,749669392
34074,5 Series,2020,South America,Petrol,Automatic,3.9,102592,40425,8550,345633750
34075,X3,2023,North America,Electric,Automatic,2.1,45253,57016,3926,223844816
34076,3 Series,2022,South America,Electric,Automatic,1.5,54569,60204,2772,166885488
34077,X3,2018,Asia,Hybrid,Automatic,4.9,60789,59747,6861,409924167
34078,X6,2016,Asia,Diesel,Manual,4.3,190894,74949,1157,86715993
34079,M3,2022,Asia,Electric,Automatic,2.9,43068,100477,6373,640339921
34080,i8,2012,Africa,Electric,Automatic,3.1,130559,51575,7349,379024675
34081,i8,2021,Africa,Diesel,Automatic,4.8,46662,45835,3793,173852155
34082,3 Series,2015,Middle East,Electric,Automatic,2.2,163656,96086,5053,485522558
34083,i3,2012,South America,Hybrid,Automatic,4.3,145312,112406,535,60137210
34084,X3,2019,North America,Diesel,Automatic,1.6,194231,72432,7475,541429200
34085,X3,2013,Asia,Diesel,Automatic,4.6,169685,51665,3900,201493500
34086,X3,2021,Middle East,Petrol,Automatic,3.6,35404,113097,666,75322602
34087,X6,2013,Africa,Electric,Automatic,3.2,76465,36916,935,34516460
34088,X1,2012,Europe,Petrol,Manual,4,146726,106041,6887,730304367
34089,X6,2019,Africa,Petrol,Manual,1.7,176861,116342,8806,1024507652
34090,i3,2015,Middle East,Hybrid,Manual,2.2,60584,77200,9244,713636800
34091,3 Series,2014,Asia,Diesel,Manual,2.9,91504,115833,3466,401477178
34092,5 Series,2020,Africa,Diesel,Automatic,3.7,166519,75307,3663,275849541
34093,i8,2018,Europe,Diesel,Manual,2,185130,78607,9679,760837153
34094,X5,2018,Middle East,Petrol,Manual,2.8,51066,79975,7910,632602250
34095,M3,2012,Africa,Petrol,Automatic,2.4,3377,71101,2974,211454374
34096,X6,2022,Asia,Diesel,Manual,3.8,143518,103745,3371,349724395
34097,X3,2018,South America,Petrol,Manual,4.7,108410,106746,2783,297074118
34098,7 Series,2022,Middle East,Hybrid,Automatic,2.1,141802,70986,9534,676780524
34099,X3,2021,Europe,Diesel,Automatic,2.2,54809,50213,1641,82399533
34100,i3,2012,Africa,Electric,Manual,3.6,4577,72628,487,35369836
34101,i8,2013,North America,Petrol,Automatic,3.1,19132,117009,5613,656771517
34102,X1,2010,Europe,Petrol,Automatic,4,96688,81637,6691,546233167
34103,i3,2014,Africa,Hybrid,Automatic,2.5,140801,77322,2420,187119240
34104,M3,2021,Middle East,Diesel,Automatic,3.4,49497,90625,1968,178350000
34105,i8,2018,Africa,Petrol,Manual,2.9,134907,68708,6726,462130008
34106,i3,2024,Europe,Diesel,Automatic,2.5,102509,45232,7907,357649424
34107,X6,2011,Africa,Petrol,Manual,4.1,136965,47743,6847,326896321
34108,M3,2013,Europe,Hybrid,Automatic,4.3,127205,38315,5065,194065475
34109,X5,2019,North America,Hybrid,Manual,2.7,173971,119126,2398,285664148
34110,X3,2011,Europe,Electric,Automatic,3.7,81992,55393,3338,184901834
34111,M5,2023,Asia,Hybrid,Automatic,2.1,31425,109403,2064,225807792
34112,i3,2017,Europe,Diesel,Manual,4.3,26852,72016,1314,94629024
34113,7 Series,2018,North America,Petrol,Manual,2.5,199069,74639,6508,485750612
34114,3 Series,2012,Asia,Diesel,Manual,2.1,61600,86860,7927,688539220
